0.214844	0.039063	-1.77979	2.08252	1.708984
-0.01953	0.007324	-1.4502	2.956543	1.679688
-0.11963	-0.0293	-1.58691	2.529297	1.586914
-0.08057	-0.03906	-1.74316	2.285156	1.525879
0.444336	-0.01465	-1.32813	3.039551	1.560059
0.354004	-0.0293	-1.47949	2.580566	1.564941
0.341797	-0.01709	-1.67236	2.294922	1.599121
0.163574	-0.00977	-1.37207	3.076172	1.687012
-0.1416	-0.00732	-1.52344	2.529297	1.71875
0.102539	0.021973	-1.70166	2.158203	1.77002
0.285645	0.05127	-1.4209	2.729492	1.84082
0.322266	0.056152	-1.56738	2.39502	1.875
0.620117	0.075684	-1.75049	2.194824	1.928711
0.500488	0.068359	-1.46973	3.076172	2.011719
-0.28565	0.012207	-1.604	2.570801	2.028809
-0.46875	-0.00488	-1.74316	2.270508	2.072754
-0.46631	-0.00488	-1.27441	3.071289	2.145996
-0.69336	-0.04639	-1.42334	2.590332	2.163086
-0.67871	-0.04883	-1.62842	2.280273	2.202148
-0.08789	-0.02441	-1.3916	3.088379	2.272949
-0.15137	-0.04395	-1.54297	2.653809	2.282715
-0.09766	-0.03662	-1.69922	2.324219	2.312012
0.17334	-0.00488	-1.3208	3.022461	2.375488
0.20752	-0.00488	-1.47949	2.543945	2.382813
-0.04639	-0.00732	-1.66992	2.260742	2.407227
-0.22217	0.009766	-1.39404	3.015137	2.463379
-0.25147	0.012207	-1.54541	2.51709	2.463379
-0.17822	0.024414	-1.72607	2.189941	2.485352
-0.09522	0.043945	-1.27197	3.081055	2.543945
-0.1416	0.029297	-1.44043	2.653809	2.539063
-0.42236	0.012207	-1.65527	2.32666	2.553711
-0.86426	-0.01221	-1.44043	3.161621	2.607422
-0.99121	-0.03418	-1.58936	2.678223	2.600098
-1.23291	-0.06592	-1.75781	2.316895	2.602539
-1.06445	-0.05371	-1.21826	3.212891	2.648926
-0.59815	-0.05371	-1.38184	2.626953	2.634277
0.01709	-0.04395	-1.62354	2.214355	2.636719
