-0.04395	0.009766	-2.31445	2.092285	1.894531
0.175781	0.014648	-2.44873	2.243652	1.965332
0.180664	0.019531	-2.08008	2.714844	2.004395
0.253906	0.024414	-2.28516	2.341309	2.023926
0.41748	0.03418	-2.46826	2.058105	2.058105
0.319824	0.031738	-2.13623	2.509766	2.104492
0.307617	0.009766	-2.29736	2.033691	2.109375
-0.05371	-0.01465	-2.46582	1.90918	2.148438
0.012207	-0.01465	-2.09229	2.368164	2.185059
0.031738	-0.0293	-2.26318	2.084961	2.197266
0.131836	-0.03662	-2.42676	2.011719	2.226563
0.063477	-0.03174	-2.02637	2.790527	2.277832
0.327148	-0.01953	-2.19971	2.416992	2.277832
0.166016	-0.02441	-2.37793	2.280273	2.307129
0.063477	-0.00488	-2.02637	2.651367	2.329102
-0.05615	0.002441	-2.229	2.211914	2.324219
-0.27344	0.009766	-2.40723	2.001953	2.34375
-0.36621	0.024414	-1.98731	2.800293	2.382813
-0.35889	0.031738	-2.1582	2.51709	2.382813
-0.31738	0.043945	-2.35352	2.451172	2.407227
-0.11231	0.073242	-2.03857	2.907715	2.419434
-0.01953	0.073242	-2.22412	2.475586	2.397461
0.043945	0.078125	-2.39258	2.150879	2.397461
0.358887	0.085449	-1.99951	2.722168	2.414551
0.075684	0.053711	-2.16797	2.312012	2.392578
0.117188	0.043945	-2.34131	2.214355	2.39502
0.134277	0.043945	-2.01172	2.880859	2.407227
0.068359	0.014648	-2.16309	2.736816	2.387695
-0.03662	-0.00732	-2.29981	2.702637	2.382813
-0.16357	-0.02441	-1.87744	3.444824	2.390137
-0.25147	-0.03906	-2.00684	3.041992	2.348633
-0.02686	-0.0293	-2.1582	2.746582	2.32666
0.10498	-0.01953	-1.80664	3.144531	2.312012
0.058594	-0.01953	-1.97266	2.712402	2.260742
0.229492	-0.00488	-2.12891	2.512207	2.233887
-0.02441	0.009766	-1.75781	3.33252	2.231445
-0.21729	0.009766	-1.92139	3.076172	2.185059
-0.34668	0.012207	-2.1167	2.907715	2.158203
-0.30762	0.024414	-1.82861	3.383789	2.126465
-0.52002	0.019531	-2.03369	2.878418	2.058105
-0.30518	0.041504	-2.21924	2.473145	2.006836
-0.23682	0.056152	-1.85303	3.007813	1.97998
-0.18311	0.046387	-2.01904	2.590332	1.911621
-0.0415	0.03418	-2.19971	2.419434	1.872559
-0.01953	0.021973	-1.90918	3.054199	1.833496
-0.12207	-0.00488	-2.13379	2.756348	1.762695
-0.16846	-0.02197	-2.35352	2.536621	1.704102
-0.31006	-0.0415	-2.01416	3.259277	1.672363
-0.18066	-0.06348	-2.17041	2.790527	1.584473
-0.2124	-0.07568	-2.3584	2.34375	1.51123
-0.18066	-0.06836	-2.06055	2.700195	1.447754
-0.03174	-0.06836	-2.23145	2.216797	1.357422
-0.21484	-0.08545	-2.40967	1.933594	1.274414
-0.2124	-0.0708	-1.99951	2.749023	1.237793
-0.31982	-0.07324	-2.16553	2.443848	1.223145
-0.41992	-0.04883	-2.35352	2.231445	1.252441
-0.31494	-0.01465	-2.07275	2.766113	1.308594
-0.30518	0	-2.26318	2.333984	1.347656
-0.44922	0.01709	-2.45117	1.938477	1.396484
-0.08057	0.068359	-2.06055	2.60498	1.484375
-0.03174	0.073242	-2.21436	2.214355	1.520996
-0.09766	0.070801	-2.40723	1.989746	1.574707
0.021973	0.080566	-2.0874	2.749023	1.652832
-0.0415	0.058594	-2.28516	2.504883	1.691895
-0.16113	0.043945	-2.47315	2.341309	1.738281
-0.15137	0.036621	-2.17529	3.022461	1.813965
-0.18311	0.012207	-2.3169	2.631836	1.833496
-0.33447	-0.01709	-2.49268	2.243652	1.872559
-0.39795	-0.02197	-2.14844	2.702637	1.92627
-0.4126	-0.0415	-2.31934	2.172852	1.945801
-0.18555	-0.03906	-2.48047	1.813965	1.967773
0.007324	-0.03418	-2.05078	2.590332	2.033691
-0.20264	-0.05615	-2.17529	2.297363	2.050781
-0.31738	-0.05859	-2.36084	2.097168	2.084961
-0.354	-0.03174	-2.04102	2.77832	2.145996
-0.16846	-0.01709	-2.22168	2.407227	2.148438
-0.12207	-0.00244	-2.42188	2.116699	2.167969
-0.14404	0.021973	-2.04346	2.84668	2.226563
-0.35889	0.01709	-2.1875	2.478027	2.233887
-0.44434	0.019531	-2.38525	2.182617	2.253418
-0.29053	0.039063	-2.08008	2.807617	2.29248
-0.15381	0.039063	-2.26318	2.421875	2.29248
-0.19775	0.039063	-2.44873	2.15332	2.302246
0.014648	0.061035	-2.06543	2.890625	2.353516
0.178223	0.056152	-2.20947	2.478027	2.341309
0.03418	0.03418	-2.41943	2.15332	2.341309
-0.26123	0.021973	-2.11182	2.768555	2.375488
-0.32959	-0.00244	-2.28516	2.416992	2.365723
-0.5127	-0.02686	-2.46582	2.155762	2.355957
-0.23193	-0.0293	-2.14356	2.768555	2.387695
-0.25635	-0.06592	-2.24121	2.412109	2.365723
-0.25147	-0.08545	-2.37793	2.087402	2.355957
-0.29541	-0.08545	-2.03857	2.634277	2.373047
-0.19775	-0.08301	-2.17529	2.241211	2.34375
-0.25147	-0.08789	-2.34375	1.958008	2.324219
-0.00977	-0.05615	-1.96289	2.709961	2.34375
-0.05371	-0.05371	-2.08496	2.436523	2.30957
-0.47852	-0.05127	-2.27783	2.185059	2.285156
-0.6958	-0.03174	-2.0044	2.788086	2.285156
-0.75928	-0.01953	-2.17285	2.416992	2.241211
-0.96191	-0.00244	-2.34863	2.131348	2.202148
-0.67871	0.053711	-1.93115	2.907715	2.211914
-0.42969	0.075684	-2.0459	2.546387	2.160645
-0.23926	0.092773	-2.23877	2.226563	2.111816
-0.17334	0.102539	-1.92383	2.888184	2.104492
-0.31006	0.080566	-2.09229	2.558594	2.04834
-0.36621	0.061035	-2.27539	2.329102	1.99707
-0.24902	0.063477	-1.9043	3.078613	1.984863
-0.47119	0.031738	-2.02881	2.700195	1.918945
-0.14404	0.029297	-2.22168	2.348633	1.85791
-0.17578	0.014648	-1.88232	2.966309	1.835938
-0.14404	-0.01465	-2.01416	2.609863	1.760254
0.041504	-0.03418	-2.18506	2.321777	1.689453
0.075684	-0.05615	-1.79443	3.093262	1.669922
-0.06836	-0.09766	-1.92627	2.749023	1.589355
-0.30762	-0.13184	-2.14356	2.460938	1.518555
-0.64941	-0.14893	-1.83838	3.117676	1.481934
-0.54199	-0.14648	-1.99951	2.751465	1.38916
-0.23926	-0.12207	-2.20459	2.429199	1.306152
0.029297	-0.08545	-1.86768	3.129883	1.271973
0.368652	-0.05371	-1.95801	2.766113	1.203613
0.305176	-0.03418	-2.13379	2.431641	1.19873
-0.09033	-0.00977	-1.83838	3.010254	1.247559
-0.44434	-0.01221	-1.98242	2.67334	1.279297
-0.8667	-0.02686	-2.16065	2.456055	1.333008
-0.99609	-0.00977	-1.79443	3.232422	1.433105
-0.7666	0.01709	-1.90918	2.895508	1.462402
-0.26123	0.063477	-2.10693	2.592773	1.506348
0.390625	0.109863	-1.79688	3.210449	1.591797
0.72998	0.097656	-1.95313	2.8125	1.618652
0.695801	0.070801	-2.12158	2.526855	1.650391
0.344238	0.046387	-1.81397	3.164063	1.733398
-0.14648	-0.01465	-1.92139	2.832031	1.757813
-0.47607	-0.06348	-2.12402	2.539063	1.782227
-0.44922	-0.09277	-1.79932	3.234863	1.867676
-0.39307	-0.12207	-1.95068	2.851563	1.882324
-0.29785	-0.11719	-2.15576	2.529297	1.904297
-0.18311	-0.08789	-1.81885	3.200684	1.984863
-0.09766	-0.08057	-1.92383	2.851563	2.004395
-0.0708	-0.06836	-2.07275	2.668457	2.023926
-0.14404	-0.04395	-1.88477	2.995605	2.072754
0.01709	-0.01221	-2.03857	2.612305	2.084961
0.292969	0.036621	-2.22656	2.297363	2.099609
0.32959	0.080566	-1.88477	3.146973	2.172852
0.263672	0.087891	-1.94336	2.775879	2.17041
0.234375	0.092773	-2.20459	2.307129	2.17041
0.05127	0.107422	-1.96289	2.834473	2.219238
-0.06348	0.109863	-2.12647	2.44873	2.216797
-0.26367	0.107422	-2.33887	2.106934	2.219238
